x,y
157.27637,1219.0
196.95392,2328.0
214.97992,3932.0
255.16452,2907.0
283.10522,874.0
292.94464,1677.0
311.4582,1134.0
316.12073,1374.0
333.852,1593.0
347.3584,1225.0
349.37927,658.0
360.9314,1962.0
375.09253,2364.0
377.27435,2668.0
379.23553,12688.0
384.01807,3168.0
387.07843,28744.0
389.143,6052.0
393.10492,1249.0
406.9538,42679.0
408.77942,4534.0
414.99957,14808.0
423.9032,804.0
428.3824,6423.0
442.6057,740.0
444.39105,7975.0
