x,y
157.276367,1219
196.953918,2328
214.979919,3932
255.16452,2907
283.105225,874
292.944641,1677
311.458191,1134
316.120728,1374
333.85199,1593
347.358398,1225
349.379272,658
360.931396,1962
375.092529,2364
377.274353,2668
379.235535,12688
384.018066,3168
387.07843,28744
389.143005,6052
393.104919,1249
406.953796,42679
408.779419,4534
414.999573,14808
423.903198,804
428.382385,6423
442.605713,740
444.391052,7975
